timestamp,run,mode,frame_index,elapsed_s,volume_l
2026-08-28 14:50:15.056,capturas/2/20260828_144959/flow,original,0,19.7970,0.000000
2026-08-28 14:50:15.197,capturas/2/20260828_144959/flow,original,1,19.9380,0.000000
2026-08-28 14:50:15.384,capturas/2/20260828_144959/flow,original,2,20.1250,0.000000
2026-08-28 14:50:15.541,capturas/2/20260828_144959/flow,original,3,20.2820,0.000000
2026-08-28 14:50:15.712,capturas/2/20260828_144959/flow,original,4,20.4530,0.000000
2026-08-28 14:50:15.884,capturas/2/20260828_144959/flow,original,5,20.6250,0.000000
2026-08-28 14:50:16.025,capturas/2/20260828_144959/flow,original,6,20.7660,0.000000
2026-08-28 14:50:16.150,capturas/2/20260828_144959/flow,original,7,20.8910,0.000000
2026-08-28 14:50:16.306,capturas/2/20260828_144959/flow,original,8,21.0470,0.000000
2026-08-28 14:50:16.478,capturas/2/20260828_144959/flow,original,9,21.2190,0.000000
2026-08-28 14:50:16.666,capturas/2/20260828_144959/flow,original,10,21.4070,0.000000
2026-08-28 14:50:16.806,capturas/2/20260828_144959/flow,original,11,21.5470,0.000000
2026-08-28 14:50:16.994,capturas/2/20260828_144959/flow,original,12,21.7350,0.000000
2026-08-28 14:50:17.150,capturas/2/20260828_144959/flow,original,13,21.8910,0.000000
2026-08-28 14:50:17.306,capturas/2/20260828_144959/flow,original,14,22.0470,0.000000
2026-08-28 14:50:17.478,capturas/2/20260828_144959/flow,original,15,22.2190,0.000000
2026-08-28 14:50:17.619,capturas/2/20260828_144959/flow,original,16,22.3600,0.000000
2026-08-28 14:50:17.791,capturas/2/20260828_144959/flow,original,17,22.5320,0.000000
2026-08-28 14:50:17.962,capturas/2/20260828_144959/flow,original,18,22.7030,0.000000
2026-08-28 14:50:18.103,capturas/2/20260828_144959/flow,original,19,22.8440,0.000000
2026-08-28 14:50:18.275,capturas/2/20260828_144959/flow,original,20,23.0160,0.000308
2026-08-28 14:50:18.416,capturas/2/20260828_144959/flow,original,21,23.1570,0.001387
2026-08-28 14:50:18.541,capturas/2/20260828_144959/flow,original,22,23.2820,0.000000
2026-08-28 14:50:18.712,capturas/2/20260828_144959/flow,original,23,23.4530,0.000000
2026-08-28 14:50:18.884,capturas/2/20260828_144959/flow,original,24,23.6250,0.000000
2026-08-28 14:50:19.041,capturas/2/20260828_144959/flow,original,25,23.7820,0.000000
2026-08-28 14:50:19.166,capturas/2/20260828_144959/flow,original,26,23.9070,0.000000
2026-08-28 14:50:19.353,capturas/2/20260828_144959/flow,original,27,24.0940,0.000000
2026-08-28 14:50:19.525,capturas/2/20260828_144959/flow,original,28,24.2660,0.000000
2026-08-28 14:50:19.697,capturas/2/20260828_144959/flow,original,29,24.4380,0.000000
2026-08-28 14:50:19.884,capturas/2/20260828_144959/flow,original,30,24.6250,0.000000
2026-08-28 14:50:20.025,capturas/2/20260828_144959/flow,original,31,24.7660,0.000000
2026-08-28 14:50:20.212,capturas/2/20260828_144959/flow,original,32,24.9530,0.000000
2026-08-28 14:50:20.384,capturas/2/20260828_144959/flow,original,33,25.1250,0.000000
2026-08-28 14:50:20.525,capturas/2/20260828_144959/flow,original,34,25.2660,0.000000
2026-08-28 14:50:20.744,capturas/2/20260828_144959/flow,original,35,25.4850,0.000000
2026-08-28 14:50:20.884,capturas/2/20260828_144959/flow,original,36,25.6250,0.000000
2026-08-28 14:50:21.025,capturas/2/20260828_144959/flow,original,37,25.7660,0.000000
2026-08-28 14:50:21.197,capturas/2/20260828_144959/flow,original,38,25.9380,0.000000
2026-08-28 14:50:21.369,capturas/2/20260828_144959/flow,original,39,26.1100,0.000000
2026-08-28 14:50:21.525,capturas/2/20260828_144959/flow,original,40,26.2660,0.006027
2026-08-28 14:50:21.681,capturas/2/20260828_144959/flow,original,41,26.4220,0.000000
