timestamp,run,mode,frame_index,elapsed_s,volume_l
2026-08-28 14:31:50.304,captures/20260828_143150,mm_per_px,0,0.0386,0.000000
2026-08-28 14:31:50.409,captures/20260828_143150,mm_per_px,1,0.1431,0.000000
2026-08-28 14:31:50.504,captures/20260828_143150,mm_per_px,2,0.2388,0.000000
2026-08-28 14:31:50.613,captures/20260828_143150,mm_per_px,3,0.3477,0.000000
2026-08-28 14:31:50.706,captures/20260828_143150,mm_per_px,4,0.4400,0.000000
2026-08-28 14:31:50.806,captures/20260828_143150,mm_per_px,5,0.5403,0.000000
2026-08-28 14:31:50.905,captures/20260828_143150,mm_per_px,6,0.6398,0.000000
2026-08-28 14:31:51.005,captures/20260828_143150,mm_per_px,7,0.7395,0.000000
2026-08-28 14:31:51.128,captures/20260828_143150,mm_per_px,8,0.8628,0.000000
2026-08-28 14:31:51.204,captures/20260828_143150,mm_per_px,9,0.9381,0.000000
2026-08-28 14:31:51.304,captures/20260828_143150,mm_per_px,10,1.0386,0.000000
2026-08-28 14:31:51.405,captures/20260828_143150,mm_per_px,11,1.1392,0.000000
2026-08-28 14:31:51.508,captures/20260828_143150,mm_per_px,12,1.2427,0.000000
2026-08-28 14:31:51.613,captures/20260828_143150,mm_per_px,13,1.3476,0.000000
2026-08-28 14:31:51.719,captures/20260828_143150,mm_per_px,14,1.4532,0.000000
2026-08-28 14:31:51.806,captures/20260828_143150,mm_per_px,15,1.5408,0.000000
2026-08-28 14:31:51.911,captures/20260828_143150,mm_per_px,16,1.6454,0.000649
2026-08-28 14:31:52.005,captures/20260828_143150,mm_per_px,17,1.7397,0.000000
2026-08-28 14:31:52.104,captures/20260828_143150,mm_per_px,18,1.8383,0.000000
2026-08-28 14:31:52.204,captures/20260828_143150,mm_per_px,19,1.9381,0.000000
2026-08-28 14:31:52.308,captures/20260828_143150,mm_per_px,20,2.0426,0.000000
2026-08-28 14:31:52.423,captures/20260828_143150,mm_per_px,21,2.1578,0.000000
2026-08-28 14:31:52.510,captures/20260828_143150,mm_per_px,22,2.2447,0.000000
2026-08-28 14:31:52.611,captures/20260828_143150,mm_per_px,23,2.3455,0.000000
2026-08-28 14:31:52.709,captures/20260828_143150,mm_per_px,24,2.4434,0.000000
2026-08-28 14:31:52.804,captures/20260828_143150,mm_per_px,25,2.5389,0.000306
2026-08-28 14:31:52.904,captures/20260828_143150,mm_per_px,26,2.6381,0.002377
2026-08-28 14:31:53.014,captures/20260828_143150,mm_per_px,27,2.7481,0.003201
2026-08-28 14:31:53.106,captures/20260828_143150,mm_per_px,28,2.8403,0.000000
2026-08-28 14:31:53.204,captures/20260828_143150,mm_per_px,29,2.9389,0.000000
2026-08-28 14:31:53.305,captures/20260828_143150,mm_per_px,30,3.0392,0.000000
2026-08-28 14:31:53.404,captures/20260828_143150,mm_per_px,31,3.1386,0.000000
2026-08-28 14:31:53.508,captures/20260828_143150,mm_per_px,32,3.2424,0.000000
2026-08-28 14:31:53.620,captures/20260828_143150,mm_per_px,33,3.3541,0.000000
2026-08-28 14:31:53.712,captures/20260828_143150,mm_per_px,34,3.4468,0.000000
2026-08-28 14:31:53.809,captures/20260828_143150,mm_per_px,35,3.5437,0.000000
2026-08-28 14:31:53.911,captures/20260828_143150,mm_per_px,36,3.6456,0.000000
2026-08-28 14:31:54.006,captures/20260828_143150,mm_per_px,37,3.7407,0.000000
2026-08-28 14:31:54.118,captures/20260828_143150,mm_per_px,38,3.8520,0.000730
2026-08-28 14:31:54.207,captures/20260828_143150,mm_per_px,39,3.9416,0.000000
2026-08-28 14:31:54.307,captures/20260828_143150,mm_per_px,40,4.0410,0.000000
2026-08-28 14:31:54.405,captures/20260828_143150,mm_per_px,41,4.1399,0.000000
2026-08-28 14:31:54.508,captures/20260828_143150,mm_per_px,42,4.2425,0.000000
2026-08-28 14:31:54.615,captures/20260828_143150,mm_per_px,43,4.3493,0.000000
2026-08-28 14:31:54.707,captures/20260828_143150,mm_per_px,44,4.4416,0.000295
2026-08-28 14:31:54.814,captures/20260828_143150,mm_per_px,45,4.5484,0.000000
2026-08-28 14:31:54.905,captures/20260828_143150,mm_per_px,46,4.6394,0.000000
2026-08-28 14:31:55.008,captures/20260828_143150,mm_per_px,47,4.7420,0.000000
2026-08-28 14:31:55.117,captures/20260828_143150,mm_per_px,48,4.8516,0.000237
2026-08-28 14:31:55.209,captures/20260828_143150,mm_per_px,49,4.9437,0.000494
2026-08-28 14:31:55.308,captures/20260828_143150,mm_per_px,50,5.0428,0.000000
2026-08-28 14:31:55.409,captures/20260828_143150,mm_per_px,51,5.1435,0.000000
2026-08-28 14:31:55.510,captures/20260828_143150,mm_per_px,52,5.2442,0.000000
2026-08-28 14:31:55.609,captures/20260828_143150,mm_per_px,53,5.3433,0.000000
2026-08-28 14:31:55.713,captures/20260828_143150,mm_per_px,54,5.4472,0.000000
2026-08-28 14:31:55.812,captures/20260828_143150,mm_per_px,55,5.5467,0.000631
2026-08-28 14:31:55.924,captures/20260828_143150,mm_per_px,56,5.6586,0.001171
2026-08-28 14:31:56.022,captures/20260828_143150,mm_per_px,57,5.7565,0.000000
2026-08-28 14:31:56.111,captures/20260828_143150,mm_per_px,58,5.8453,0.002243
2026-08-28 14:31:56.209,captures/20260828_143150,mm_per_px,59,5.9437,0.002561
2026-08-28 14:31:56.307,captures/20260828_143150,mm_per_px,60,6.0415,0.006243
2026-08-28 14:31:56.405,captures/20260828_143150,mm_per_px,61,6.1393,0.002717
2026-08-28 14:31:56.514,captures/20260828_143150,mm_per_px,62,6.2488,0.003674
2026-08-28 14:31:56.606,captures/20260828_143150,mm_per_px,63,6.3408,0.000000
2026-08-28 14:31:56.708,captures/20260828_143150,mm_per_px,64,6.4426,0.000000
2026-08-28 14:31:56.806,captures/20260828_143150,mm_per_px,65,6.5407,0.000000
2026-08-28 14:31:56.905,captures/20260828_143150,mm_per_px,66,6.6394,0.000000
2026-08-28 14:31:57.006,captures/20260828_143150,mm_per_px,67,6.7400,0.000000
2026-08-28 14:31:57.108,captures/20260828_143150,mm_per_px,68,6.8427,0.000000
2026-08-28 14:31:57.204,captures/20260828_143150,mm_per_px,69,6.9381,0.000000
2026-08-28 14:31:57.307,captures/20260828_143150,mm_per_px,70,7.0411,0.000000
2026-08-28 14:31:57.407,captures/20260828_143150,mm_per_px,71,7.1410,0.000514
2026-08-28 14:31:57.507,captures/20260828_143150,mm_per_px,72,7.2419,0.000000
2026-08-28 14:31:57.607,captures/20260828_143150,mm_per_px,73,7.3412,0.000000
2026-08-28 14:31:57.708,captures/20260828_143150,mm_per_px,74,7.4422,0.000303
2026-08-28 14:31:57.807,captures/20260828_143150,mm_per_px,75,7.5415,0.000000
2026-08-28 14:31:57.915,captures/20260828_143150,mm_per_px,76,7.6490,0.000000
2026-08-28 14:31:58.013,captures/20260828_143150,mm_per_px,77,7.7479,0.000000
2026-08-28 14:31:58.106,captures/20260828_143150,mm_per_px,78,7.8409,0.000000
2026-08-28 14:31:58.207,captures/20260828_143150,mm_per_px,79,7.9410,0.000000
2026-08-28 14:31:58.309,captures/20260828_143150,mm_per_px,80,8.0431,0.000000
2026-08-28 14:31:58.408,captures/20260828_143150,mm_per_px,81,8.1423,0.000000
2026-08-28 14:31:58.520,captures/20260828_143150,mm_per_px,82,8.2544,0.000000
2026-08-28 14:31:58.618,captures/20260828_143150,mm_per_px,83,8.3525,0.000000
2026-08-28 14:31:58.709,captures/20260828_143150,mm_per_px,84,8.4437,0.000000
2026-08-28 14:31:58.824,captures/20260828_143150,mm_per_px,85,8.5585,0.000000
2026-08-28 14:31:58.920,captures/20260828_143150,mm_per_px,86,8.6549,0.000000
2026-08-28 14:31:59.014,captures/20260828_143150,mm_per_px,87,8.7483,0.000000
2026-08-28 14:31:59.113,captures/20260828_143150,mm_per_px,88,8.8474,0.000000
2026-08-28 14:31:59.205,captures/20260828_143150,mm_per_px,89,8.9397,0.000000
2026-08-28 14:31:59.308,captures/20260828_143150,mm_per_px,90,9.0423,0.000000
2026-08-28 14:31:59.414,captures/20260828_143150,mm_per_px,91,9.1480,0.000000
2026-08-28 14:31:59.505,captures/20260828_143150,mm_per_px,92,9.2391,0.000241
2026-08-28 14:31:59.613,captures/20260828_143150,mm_per_px,93,9.3473,0.000000
2026-08-28 14:31:59.708,captures/20260828_143150,mm_per_px,94,9.4427,0.000000
2026-08-28 14:31:59.809,captures/20260828_143150,mm_per_px,95,9.5431,0.000000
2026-08-28 14:31:59.906,captures/20260828_143150,mm_per_px,96,9.6403,0.000000
2026-08-28 14:32:00.005,captures/20260828_143150,mm_per_px,97,9.7396,0.000000
2026-08-28 14:32:00.105,captures/20260828_143150,mm_per_px,98,9.8390,0.000000
2026-08-28 14:32:00.205,captures/20260828_143150,mm_per_px,99,9.9393,0.000000
2026-08-28 14:32:00.305,captures/20260828_143150,mm_per_px,100,10.0394,0.000000
2026-08-28 14:32:00.404,captures/20260828_143150,mm_per_px,101,10.1386,0.000000
2026-08-28 14:32:00.504,captures/20260828_143150,mm_per_px,102,10.2388,0.000000
2026-08-28 14:32:00.608,captures/20260828_143150,mm_per_px,103,10.3428,0.000260
2026-08-28 14:32:00.706,captures/20260828_143150,mm_per_px,104,10.4402,0.000000
2026-08-28 14:32:00.807,captures/20260828_143150,mm_per_px,105,10.5415,0.000302
2026-08-28 14:32:00.908,captures/20260828_143150,mm_per_px,106,10.6428,0.000351
