timestamp,run,mode,frame_index,elapsed_s,volume_l
2026-08-28 14:54:33.143,capturas/3/20260828_145415/flow,original,0,23.4220,0.000436
2026-08-28 14:54:33.362,capturas/3/20260828_145415/flow,original,1,23.6410,0.000843
2026-08-28 14:54:33.580,capturas/3/20260828_145415/flow,original,2,23.8590,0.005562
2026-08-28 14:54:33.721,capturas/3/20260828_145415/flow,original,3,24.0000,0.000000
2026-08-28 14:54:33.924,capturas/3/20260828_145415/flow,original,4,24.2030,0.009556
2026-08-28 14:54:34.049,capturas/3/20260828_145415/flow,original,5,24.3280,0.031645
2026-08-28 14:54:34.237,capturas/3/20260828_145415/flow,original,6,24.5160,0.063251
2026-08-28 14:54:34.440,capturas/3/20260828_145415/flow,original,7,24.7190,0.047193
2026-08-28 14:54:34.659,capturas/3/20260828_145415/flow,original,8,24.9380,0.141199
2026-08-28 14:54:34.862,capturas/3/20260828_145415/flow,original,9,25.1410,0.020215
2026-08-28 14:54:35.018,capturas/3/20260828_145415/flow,original,10,25.2970,0.005741
2026-08-28 14:54:35.237,capturas/3/20260828_145415/flow,original,11,25.5160,0.010805
2026-08-28 14:54:35.440,capturas/3/20260828_145415/flow,original,12,25.7190,0.000855
2026-08-28 14:54:35.659,capturas/3/20260828_145415/flow,original,13,25.9380,0.001374
2026-08-28 14:54:35.799,capturas/3/20260828_145415/flow,original,14,26.0780,0.012487
2026-08-28 14:54:35.987,capturas/3/20260828_145415/flow,original,15,26.2660,0.030873
2026-08-28 14:54:36.190,capturas/3/20260828_145415/flow,original,16,26.4690,0.022440
2026-08-28 14:54:36.393,capturas/3/20260828_145415/flow,original,17,26.6720,0.005235
2026-08-28 14:54:36.612,capturas/3/20260828_145415/flow,original,18,26.8910,0.002178
2026-08-28 14:54:36.815,capturas/3/20260828_145415/flow,original,19,27.0940,0.002010
2026-08-28 14:54:37.018,capturas/3/20260828_145415/flow,original,20,27.2970,0.006083
2026-08-28 14:54:37.190,capturas/3/20260828_145415/flow,original,21,27.4690,0.007822
2026-08-28 14:54:37.393,capturas/3/20260828_145415/flow,original,22,27.6720,0.000468
2026-08-28 14:54:37.596,capturas/3/20260828_145415/flow,original,23,27.8750,0.000000
2026-08-28 14:54:37.846,capturas/3/20260828_145415/flow,original,24,28.1250,0.002206
2026-08-28 14:54:38.034,capturas/3/20260828_145415/flow,original,25,28.3130,0.000000
2026-08-28 14:54:38.252,capturas/3/20260828_145415/flow,original,26,28.5310,0.000000
2026-08-28 14:54:38.440,capturas/3/20260828_145415/flow,original,27,28.7190,0.000000
2026-08-28 14:54:38.659,capturas/3/20260828_145415/flow,original,28,28.9380,0.000000
2026-08-28 14:54:38.862,capturas/3/20260828_145415/flow,original,29,29.1410,0.000000
2026-08-28 14:54:39.018,capturas/3/20260828_145415/flow,original,30,29.2970,0.000000
2026-08-28 14:54:39.159,capturas/3/20260828_145415/flow,original,31,29.4380,0.001351
2026-08-28 14:54:39.346,capturas/3/20260828_145415/flow,original,32,29.6250,0.000733
2026-08-28 14:54:39.534,capturas/3/20260828_145415/flow,original,33,29.8130,0.000000
2026-08-28 14:54:39.721,capturas/3/20260828_145415/flow,original,34,30.0000,0.000000
2026-08-28 14:54:39.940,capturas/3/20260828_145415/flow,original,35,30.2190,0.000000
