timestamp,run,mode,frame_index,elapsed_s,volume_l
2026-08-28 14:58:04.964,capturas/4/20260828_145754/flow,original,0,13.7810,0.003679
2026-08-28 14:58:05.105,capturas/4/20260828_145754/flow,original,1,13.9220,0.003164
2026-08-28 14:58:05.277,capturas/4/20260828_145754/flow,original,2,14.0940,0.000000
2026-08-28 14:58:05.418,capturas/4/20260828_145754/flow,original,3,14.2350,0.000872
2026-08-28 14:58:05.543,capturas/4/20260828_145754/flow,original,4,14.3600,0.000441
2026-08-28 14:58:05.668,capturas/4/20260828_145754/flow,original,5,14.4850,0.000000
2026-08-28 14:58:05.808,capturas/4/20260828_145754/flow,original,6,14.6250,0.000000
2026-08-28 14:58:05.949,capturas/4/20260828_145754/flow,original,7,14.7660,0.000000
2026-08-28 14:58:06.074,capturas/4/20260828_145754/flow,original,8,14.8910,0.001031
2026-08-28 14:58:06.261,capturas/4/20260828_145754/flow,original,9,15.0780,0.002031
2026-08-28 14:58:06.418,capturas/4/20260828_145754/flow,original,10,15.2350,0.000000
2026-08-28 14:58:06.558,capturas/4/20260828_145754/flow,original,11,15.3750,0.000683
2026-08-28 14:58:06.699,capturas/4/20260828_145754/flow,original,12,15.5160,0.000000
2026-08-28 14:58:06.824,capturas/4/20260828_145754/flow,original,13,15.6410,0.000000
2026-08-28 14:58:06.980,capturas/4/20260828_145754/flow,original,14,15.7970,0.000155
2026-08-28 14:58:07.121,capturas/4/20260828_145754/flow,original,15,15.9380,0.003849
2026-08-28 14:58:07.293,capturas/4/20260828_145754/flow,original,16,16.1100,0.001322
2026-08-28 14:58:07.433,capturas/4/20260828_145754/flow,original,17,16.2500,0.000000
2026-08-28 14:58:07.558,capturas/4/20260828_145754/flow,original,18,16.3750,0.000000
2026-08-28 14:58:07.714,capturas/4/20260828_145754/flow,original,19,16.5310,0.000000
2026-08-28 14:58:07.871,capturas/4/20260828_145754/flow,original,20,16.6880,0.000000
2026-08-28 14:58:08.011,capturas/4/20260828_145754/flow,original,21,16.8280,0.000000
2026-08-28 14:58:08.183,capturas/4/20260828_145754/flow,original,22,17.0000,0.000000
2026-08-28 14:58:08.339,capturas/4/20260828_145754/flow,original,23,17.1560,0.000000
2026-08-28 14:58:08.527,capturas/4/20260828_145754/flow,original,24,17.3440,0.000000
2026-08-28 14:58:08.652,capturas/4/20260828_145754/flow,original,25,17.4690,0.000000
2026-08-28 14:58:08.777,capturas/4/20260828_145754/flow,original,26,17.5940,0.000000
2026-08-28 14:58:08.918,capturas/4/20260828_145754/flow,original,27,17.7350,0.000000
2026-08-28 14:58:09.058,capturas/4/20260828_145754/flow,original,28,17.8750,0.000000
2026-08-28 14:58:09.199,capturas/4/20260828_145754/flow,original,29,18.0160,0.000000
2026-08-28 14:58:09.355,capturas/4/20260828_145754/flow,original,30,18.1720,0.004588
2026-08-28 14:58:09.496,capturas/4/20260828_145754/flow,original,31,18.3130,0.007626
2026-08-28 14:58:09.683,capturas/4/20260828_145754/flow,original,32,18.5000,0.019189
2026-08-28 14:58:09.824,capturas/4/20260828_145754/flow,original,33,18.6410,0.000541
2026-08-28 14:58:09.980,capturas/4/20260828_145754/flow,original,34,18.7970,0.000000
2026-08-28 14:58:10.121,capturas/4/20260828_145754/flow,original,35,18.9380,0.000000
2026-08-28 14:58:10.261,capturas/4/20260828_145754/flow,original,36,19.0780,0.000000
2026-08-28 14:58:10.418,capturas/4/20260828_145754/flow,original,37,19.2350,0.000000
2026-08-28 14:58:10.589,capturas/4/20260828_145754/flow,original,38,19.4060,0.000000
2026-08-28 14:58:10.746,capturas/4/20260828_145754/flow,original,39,19.5630,0.000000
2026-08-28 14:58:10.933,capturas/4/20260828_145754/flow,original,40,19.7500,0.000000
2026-08-28 14:58:11.074,capturas/4/20260828_145754/flow,original,41,19.8910,0.000452
2026-08-28 14:58:11.214,capturas/4/20260828_145754/flow,original,42,20.0310,0.000000
2026-08-28 14:58:11.339,capturas/4/20260828_145754/flow,original,43,20.1560,0.000733
2026-08-28 14:58:11.496,capturas/4/20260828_145754/flow,original,44,20.3130,0.000000
2026-08-28 14:58:11.636,capturas/4/20260828_145754/flow,original,45,20.4530,0.000000
2026-08-28 14:58:11.777,capturas/4/20260828_145754/flow,original,46,20.5940,0.000000
2026-08-28 14:58:11.918,capturas/4/20260828_145754/flow,original,47,20.7350,0.000000
2026-08-28 14:58:12.074,capturas/4/20260828_145754/flow,original,48,20.8910,0.001480
2026-08-28 14:58:12.230,capturas/4/20260828_145754/flow,original,49,21.0470,0.000000
2026-08-28 14:58:12.371,capturas/4/20260828_145754/flow,original,50,21.1880,0.039419
2026-08-28 14:58:12.496,capturas/4/20260828_145754/flow,original,51,21.3130,0.014931
2026-08-28 14:58:12.621,capturas/4/20260828_145754/flow,original,52,21.4380,0.026058
2026-08-28 14:58:12.808,capturas/4/20260828_145754/flow,original,53,21.6250,0.012352
