timestamp,run,mode,frame_index,elapsed_s,volume_l
2026-08-28 14:37:58.109,captures/20260828_143757,mm_per_px,0,0.0084,0.000000
2026-08-28 14:37:58.210,captures/20260828_143757,mm_per_px,1,0.1093,0.000000
2026-08-28 14:37:58.311,captures/20260828_143757,mm_per_px,2,0.2109,0.000192
2026-08-28 14:37:58.410,captures/20260828_143757,mm_per_px,3,0.3097,0.000000
2026-08-28 14:37:58.508,captures/20260828_143757,mm_per_px,4,0.4079,0.000000
2026-08-28 14:37:58.611,captures/20260828_143757,mm_per_px,5,0.5104,0.000000
2026-08-28 14:37:58.709,captures/20260828_143757,mm_per_px,6,0.6087,0.000000
2026-08-28 14:37:58.810,captures/20260828_143757,mm_per_px,7,0.7096,0.000000
2026-08-28 14:37:58.908,captures/20260828_143757,mm_per_px,8,0.8079,0.000000
2026-08-28 14:37:59.010,captures/20260828_143757,mm_per_px,9,0.9090,0.000000
2026-08-28 14:37:59.160,captures/20260828_143757,mm_per_px,10,1.0596,0.000000
2026-08-28 14:37:59.238,captures/20260828_143757,mm_per_px,11,1.1372,0.000000
2026-08-28 14:37:59.359,captures/20260828_143757,mm_per_px,12,1.2588,0.000000
2026-08-28 14:37:59.409,captures/20260828_143757,mm_per_px,13,1.3085,0.000000
2026-08-28 14:37:59.509,captures/20260828_143757,mm_per_px,14,1.4082,0.000000
2026-08-28 14:37:59.610,captures/20260828_143757,mm_per_px,15,1.5091,0.000000
2026-08-28 14:37:59.708,captures/20260828_143757,mm_per_px,16,1.6076,0.002274
2026-08-28 14:37:59.809,captures/20260828_143757,mm_per_px,17,1.7082,0.000000
2026-08-28 14:37:59.908,captures/20260828_143757,mm_per_px,18,1.8077,0.000000
2026-08-28 14:38:00.066,captures/20260828_143757,mm_per_px,19,1.9659,0.000620
2026-08-28 14:38:00.131,captures/20260828_143757,mm_per_px,20,2.0300,0.000000
2026-08-28 14:38:00.209,captures/20260828_143757,mm_per_px,21,2.1083,0.000742
2026-08-28 14:38:00.310,captures/20260828_143757,mm_per_px,22,2.2092,0.000000
2026-08-28 14:38:00.411,captures/20260828_143757,mm_per_px,23,2.3102,0.000000
2026-08-28 14:38:00.510,captures/20260828_143757,mm_per_px,24,2.4095,0.000000
2026-08-28 14:38:00.611,captures/20260828_143757,mm_per_px,25,2.5108,0.000000
2026-08-28 14:38:00.712,captures/20260828_143757,mm_per_px,26,2.6117,0.000000
2026-08-28 14:38:00.812,captures/20260828_143757,mm_per_px,27,2.7119,0.000000
2026-08-28 14:38:00.912,captures/20260828_143757,mm_per_px,28,2.8118,0.000000
2026-08-28 14:38:01.015,captures/20260828_143757,mm_per_px,29,2.9145,0.000000
2026-08-28 14:38:01.164,captures/20260828_143757,mm_per_px,30,3.0634,0.000000
2026-08-28 14:38:01.248,captures/20260828_143757,mm_per_px,31,3.1470,0.000000
2026-08-28 14:38:01.318,captures/20260828_143757,mm_per_px,32,3.2171,0.000000
2026-08-28 14:38:01.414,captures/20260828_143757,mm_per_px,33,3.3136,0.000000
2026-08-28 14:38:01.512,captures/20260828_143757,mm_per_px,34,3.4119,0.000344
2026-08-28 14:38:01.617,captures/20260828_143757,mm_per_px,35,3.5164,0.000000
2026-08-28 14:38:01.713,captures/20260828_143757,mm_per_px,36,3.6124,0.000000
2026-08-28 14:38:01.816,captures/20260828_143757,mm_per_px,37,3.7150,0.000000
2026-08-28 14:38:01.915,captures/20260828_143757,mm_per_px,38,3.8141,0.000000
2026-08-28 14:38:02.011,captures/20260828_143757,mm_per_px,39,3.9108,0.000000
2026-08-28 14:38:02.117,captures/20260828_143757,mm_per_px,40,4.0164,0.000000
2026-08-28 14:38:02.222,captures/20260828_143757,mm_per_px,41,4.1212,0.000000
2026-08-28 14:38:02.316,captures/20260828_143757,mm_per_px,42,4.2154,0.000000
2026-08-28 14:38:02.414,captures/20260828_143757,mm_per_px,43,4.3137,0.000000
2026-08-28 14:38:02.514,captures/20260828_143757,mm_per_px,44,4.4133,0.000000
2026-08-28 14:38:02.615,captures/20260828_143757,mm_per_px,45,4.5145,0.000000
2026-08-28 14:38:02.713,captures/20260828_143757,mm_per_px,46,4.6123,0.000000
2026-08-28 14:38:02.814,captures/20260828_143757,mm_per_px,47,4.7136,0.000200
2026-08-28 14:38:02.912,captures/20260828_143757,mm_per_px,48,4.8116,0.000530
2026-08-28 14:38:03.015,captures/20260828_143757,mm_per_px,49,4.9147,0.000000
2026-08-28 14:38:03.115,captures/20260828_143757,mm_per_px,50,5.0143,0.000314
2026-08-28 14:38:03.217,captures/20260828_143757,mm_per_px,51,5.1163,0.000000
2026-08-28 14:38:03.314,captures/20260828_143757,mm_per_px,52,5.2138,0.000000
2026-08-28 14:38:03.413,captures/20260828_143757,mm_per_px,53,5.3129,0.000000
2026-08-28 14:38:03.516,captures/20260828_143757,mm_per_px,54,5.4151,0.000000
